x-ray and chest,x-ray and brain,x-ray and abdominal,x-ray and coronal,x-ray and artery,x-ray and lobe,x-ray and tumor,x-ray and liver
"repeat chest x-ray after 4 days of treatment for heart failure, showing clearance of lung field",,,,,,,
chest x-ray after icd lead exchange; the old icd lead (arrow 1) and the new icd lead (arrow 2) in place.,,,,,,,
,"brain electrode and connecting wires (circa 1980's system) at pvg target, lateral view on plain film x-ray",,,,,,
chest x-ray after the insertion of a right-sided chest tube. pneumothorax has completely resolved. existence of intraperitoneal free air.,,,,,,,
,,abdominal x-ray showing a large mass in the right side occupying the whole lumbar region. the mass is heterogeneous in consistency with rims of calcifications. the arrows point to the borders of the mass.,,,,,
follow-up chest x-ray at 15th day after withdrawal of amiodarone shows much improved infiltrations compared with those of previous films.,,,,,,,
"chest x-ray showed evidence of multiple bilateral nodules of well-defined, regular borders",,,,,,,
,,abdominal x-ray showing displacement of dilated small bowel loops towards right flank.,,,,,
chest x-ray (cxr) showed extensive fibrocalcific scarring in the upper lobes and compensatory emphysema of the lower lobes.,,,,,,,
chest x-ray showing bilateral diffuse non-homogenous opacities.,,,,,,,
"posteroanterior chest x-ray revealing an alveolar-interstitial pattern in the right lung, with signs of ipsilateral volume loss.",,,,,,,
chest x-ray revealing cervicothoracic radiopacity and widened mediastinum with tracheal repulsion.,,,,,,,
chest x-ray after birth demonstrates large round tumour in the right hemithorax. (6 × 7 cm) with deviation of mediastinal structures to the left. soft tissues of the thoracic wall are oedematous.,,,,,,,
,,simple abdominal x-ray taken in an emergency room.,,,,,
portable chest x-ray. minimal cardiomegaly and minimal interstitial pulmonary vascular congestion. possible small right pleural effusion.,,,,,,,
"chest x-ray 8 days after renal transplantation. compared to the day 1 x-ray, the central venous catheter (cvc) shape had become bent near the proximal right internal jugular vein.",,,,,,,
chest x-ray view of our 3rd patient showing the embolized device in the pulmonary conus,,,,,,,
a chest x-ray demonstrating stent in place (arrow) and resolution of lung changes.,,,,,,,
chest x-ray demonstrating a mass with a high density shadow at the superior and posterior right clavicle,,,,,,,
chest x-ray revealing dextrocardia.,,,,,,,
posterior-anterior x-ray of the chest. note that the heart is shifted into the right chest. the right lung is hypoplastic. also note the “scimitar sign”-a curvilinear opacity widening in its course to the inferior vena cava.,,,,,,,
,,abdominal x-ray showing a coil fragment in the right lower quadrant.,,,,,
chest x-ray of the daughter patient shows narrow thorax with drooping ribs.,,,,,,,
"the girl: chest x-ray film, done after admission to hospital, showing increasing bilateral infiltrations of the lung, done after admission.",,,,,,,
initial chest x-ray reveals elevation of the right hemidiaphragm with linear atelectasis at the right base.,,,,,,,
,,erect abdominal x-ray showing excess air and niveau in the intestine,,,,,
chest x-ray on admission: arrow points to cavitating lesion in the upper zone of the left lung. bilateral pleural effusions are evident.,,,,,,,
,,abdominal plain x-ray showing rounded radiopaque opacity in the stomach indicating the presence of a gastric bezoar,,,,,
"26-year-old male patient presented with fever, night sweat and shortness of breath, subsequently diagnosed to have pericardial effusion leading to cardiac tamponade. further studies led to the diagnosis of hodgkin lymphoma. chest x-ray posteroanterior view shows mediastinal widening (arrow) suggestive of mediastinal lymphadenopathy.",,,,,,,
,,x-ray of abdomen (10102001) abdominal x-ray shows left-sided upper and lower pole staghorn calculi with defect in the central portion.,,,,,
x-ray chest showing tracheostoma in the stent with bilateral chest drains in situ.,,,,,,,
chest x-raychest x-ray revealed increased cardiothoracic ratio with linear sharp calcification in left heart border.,,,,,,,
postero-anterior chest x-ray after teeth expulsion,,,,,,,
"rounded, bulging mass in the superior cardiac border and adjacent lung nodule arrow on chest x-ray.",,,,,,,
chest x-ray shows multiple rib notchings (arrowheads).,,,,,,,
chest x-ray showing magnified image of the “ball” portion of the tongue piercing in the left main stem bronchus.,,,,,,,
"chest x-ray showing nodular lesions on both lungs consistent with miliary tb lesions.abbreviations: tb, tuberculosis; l, left",,,,,,,
chest x-ray showing haziness of both lung fields.,,,,,,,
the preoperative chest x-ray showing pulmonary edema.,,,,,,,
preoperative chest x-ray (cxr). preoperative cxr demonstrated bilateral interstitial opacities.,,,,,,,
chest x-ray showing pulmonary septic emboli.,,,,,,,
chest x-ray of our patient immediately after surgery,,,,,,,
"chest x-ray showed infiltration in right middle zone, and right sinus was closed.",,,,,,,
chest x-ray of the patient shows no catheter in this view and cut of the catheter at the neck,,,,,,,
"portable chest x-ray showing subcutaneous emphysema, pneumomediastinum, and a left pneumothorax (arrow).",,,,,,,
initial chest x-ray shows pneumothorax in left hemithorax (white arrow) and partially collapsed left lung.,,,,,,,
chest x-ray showing cardiomegaly and pulmonary edema.,,,,,,,
diffuse nodular opacity was seen on chest x-ray,,,,,,,
chest x-ray showing an elevated air-fluid left in the left basal lung region.,,,,,,,
chest x-ray showed hyperlucency on the lower part of the right hemithorax,,,,,,,
chest x-ray: posterior manubriosternal dislocation,,,,,,,
chest x-ray showing a bronchial passage of the contrast agent,,,,,,,
"respiratory failure on postoperative day 2. shown is the chest x-ray with bilateral patchy opacities (black arrows) after urgent reintubation. together with a normal left ventricular function and poor oxygenation (pao2 60 mmhg, fio2 0.8, horowitz quotient of 75), an acute respiratory distress syndrome (ards) was diagnosed, based on the berlin definition.",,,,,,,
anteroposterior chest x-ray showing signs of pulmonary congestion and enlarged heart,,,,,,,
,,"abdominal x-ray showing dilated viscus in the right upper quadrant, initially reported as large distended stomach, in retrospect thought to be the caecum.",,,,,
chest x-ray of the patient on the day of discharge shows metallic coils in the intercostal arteries (arrows) and residual volume loss in the right lung (arrow head) following thoracotomy.,,,,,,,
chest x-ray showing right hemithorax opacification.,,,,,,,
chest x-ray: infiltration in the base of both lungs.,,,,,,,
chest x-ray on admission with 6.52 cm by 4.98 cm cavitary lesion.,,,,,,,
chest x-ray one hour postoperatively,,,,,,,
chest x-ray after steroid therapy for 2 months showed improved infiltration in both lung fields.,,,,,,,
x-ray: multiple pellets in the chest,,,,,,,
pleural effusion was detected on the chest ap x-ray which was taken during respiratory distress.,,,,,,,
"x-ray chest on admission. x-ray of the chest (pa-view), showing a left sided massive pleural effusion. this x-ray was taken on admission.",,,,,,,
post-operative chest x-ray showing resolution of diaphragmatic hernia,,,,,,,
a chest x-ray revealed a mass shadow in the left lung field and a positive silhouette sign for the left second arch,,,,,,,
chest x-ray just showing small right pleural effusion without any other abnormalities. taken at 1 month after the incident.,,,,,,,
chest x-ray showing distended gastric outline with food residue,,,,,,,
chest x-ray - cardiomegaly with pulmonary plethora with a narrow pedicle (case 1),,,,,,,
x-ray of chest and cervical spine (pa view) showing left cervical rib with fracture (arrow).,,,,,,,
"chest x-ray for patient 2, at 4 weeks of age, shows generalized osteopenia and numerous multilevel bony callus formations along several contiguous ribs bilaterally, suggesting healing fractures (arrows) involving ribs two to nine on the right and ribs two to seven on the left.",,,,,,,
"plain chest pa x-ray on admission to the icu shows diffuse, almost homogeneous opacity of both lungs",,,,,,,
chest x-ray at presentation demonstrating extensive airspace disease that was interpreted as multifocal pneumonia versus pulmonary edema.,,,,,,,
initial chest x-ray.,,,,,,,
anterior-posterior chest x-ray demonstrating tracheal wall thickening (arrow) as the result of alkaline ingestion.,,,,,,,
the posteroanterior view of chest x-ray illustrating diffuse calcified outline of the left atrial wall (arrow).,,,,,,,
,,frontal x-ray showing the abdominal peritoneal pleurx catheter.,,,,,
,,abdominal x-ray showed air-fluid level of small intestine and dilated intestine.,,,,,
,,abdominal x-ray.,,,,,
chest x-ray showing coarse reticular infiltration extending from the right hilum to the periphery (arrows).,,,,,,,
chest x-ray showing marked improvement and clearance of alveolar opacities after 6 weeks of antifungal therapy,,,,,,,
chest x-ray – normal image,,,,,,,
chest x-ray.,,,,,,,
,,x-ray plain abdominal imaging revealed intestinal obstruction.,,,,,
postoperative chest x-ray film showing improvement of the right pleural effusion.,,,,,,,
postnatal chest x-ray in anteroposterior view showing the displacement of the heart and the mediastinum from the left to the right.,,,,,,,
,,abdominal x-ray of our patient showing gastric pneumatosis.,,,,,
chest x-ray day 31 after chemotherapy (anc was 6700 cell/μl).,,,,,,,
chest x-ray revealed bilateral hilar prominence with left-sided pleural effusion,,,,,,,
,,abdominal x-ray showing postpyloric feeding tube in patient with high residual gastric volume,,,,,
chest x-ray shows no signs of tuberculosis.,,,,,,,
chest x-ray showing resolution of pulmonary infiltrates and pleural effusion 1 month following steroid treatment,,,,,,,
,,abdominal x-ray revealing distended large bowel with a collapsed small bowel.,,,,,
chest x-ray showing bilateral diffuse high density micronodular opacities more toward the mid and lower zones,,,,,,,
pa chest x-ray revealed a well-demarcated 6 cm peripheral opacity in the left lower lobe nearly by the diaphragm.,,,,,,,
"chest x-ray (october 21, 2013) in lateral view: right ventricle markedly enlarged.",,,,,,,
chest x-ray showing left-sided pyopneumothorax,,,,,,,
chest x-ray upon initial admission,,,,,,,
chest x-ray showing a mass shadow over the left lower lung field (arrow).,,,,,,,
contrast enhanced computed tomogram showing a huge mass in the left hemithorax. x-ray chest pa view (inset) providing an impression of a loculated pleural effusion,,,,,,,
"chest x-ray, (4 months after initial hospitalization) shows minimal left sided pleural effusion and a significant decrease in the pulmonary infiltrates and pleural thickening.",,,,,,,
postoperative chest x-ray – the electrodes on the right ventricle and the medtronic generator implanted in the left sided upper abdominal wall are seen,,,,,,,
,,abdominal x-ray demonstrating a hyperlucent shadow along the entire colon.,,,,,
a chest x-ray obtained on postnatal day 6. the chest x-ray shows diffuse pulmonary interstitial emphysema over the entire right lung field.,,,,,,,
"a chest x-ray film on admission. multiple granular shadows predominantly distributed in the lower lung field, and thickening of the right interlobar pleura were observed. these findings had been pointed since the patient had had been infected with tuberculosis. no obvious findings suggesting pneumonia were observed.",,,,,,,
